എന്താണിതിന്റെ ഉത്തരം?	smalltalk.agent.answer_my_question
ഉത്തരം കിട്ടിയില്ല.	smalltalk.agent.answer_my_question
ഉത്തരമൊന്നും കിട്ടിയില്ല.	smalltalk.agent.answer_my_question
ഇതിന്റെയുത്തരമെന്താണു?	smalltalk.agent.answer_my_question
എന്താണിതിന്റെയുത്തരമ്?	smalltalk.agent.answer_my_question
ഉത്തരം പറയൂ..	smalltalk.agent.answer_my_question
പ്ലീസ് ഉത്തരം പറയൂ	smalltalk.agent.answer_my_question
ദയവായി ഉത്തരം പറയൂ	smalltalk.agent.answer_my_question
ഉത്തരം നല്കൂ	smalltalk.agent.answer_my_question
ഉത്തരം തരൂ	smalltalk.agent.answer_my_question
ഇതിനുത്തരം തരൂ	smalltalk.agent.answer_my_question
ഇതിന്റെയുത്തരമ് എന്താകുന്നു?	smalltalk.agent.answer_my_question
എന്താണിതിന്റെയുത്തരം?	smalltalk.agent.answer_my_question
ഉത്തരം ഇതുവരെ ഒന്നും കിട്ടിയില്ല.	smalltalk.agent.answer_my_question
ഉത്തരമ് കിട്ടിയില്ലേ..	smalltalk.agent.answer_my_question
എനിക്കുത്തരം വേണം	smalltalk.agent.answer_my_question
എന്താ? ഉത്തരമൊന്നുമില്ലേ?	smalltalk.agent.answer_my_question
എന്തുപറ്റി? ഒന്നും പറയാനില്ലെ?	smalltalk.agent.answer_my_question
ഉത്തരം പറയൂ	smalltalk.agent.answer_my_question
ഉത്തരം പറയൂ പ്ലീസ്.	smalltalk.agent.answer_my_question
എന്നോടുത്തരം പരയില്ലേ?	smalltalk.agent.answer_my_question
എന്നോടുത്തരം പറയൂ	smalltalk.agent.answer_my_question
ചോദ്യത്തിനുള്ള ഉത്തരം പറയൂ	smalltalk.agent.answer_my_question
ചോദ്യം ഉത്തരം ചെയ്യൂ	smalltalk.agent.answer_my_question
ഉത്തരമെവിടെ?	smalltalk.agent.answer_my_question
എവിടെയുത്തരം?	smalltalk.agent.answer_my_question
എവിടെ ഉത്തരം?	smalltalk.agent.answer_my_question
ഉത്തരമില്ലേ?	smalltalk.agent.answer_my_question
ഇതിനുത്തരം പരയാമോ?	smalltalk.agent.answer_my_question
എന്റെ ചോദ്യത്തിനുള്ള ഉത്തരം പറയാമോ?	smalltalk.agent.answer_my_question
എന്റെ ചോദ്യം ഉത്തരമ് നല്കാമോ?	smalltalk.agent.answer_my_question
എനിക്കൊരു ചോദ്യമുണ്ട്	smalltalk.agent.answer_my_question
എനിക്കൊരു ചോദ്യമം ചോദിക്കാനുണ്ട്.	smalltalk.agent.answer_my_question
ഞാനൊരു ചോദ്യം ചോദിക്കട്ടേ?	smalltalk.agent.answer_my_question
ഞാനൊരു ചോദ്യം ചോദിച്ചല്‍ അതിനുത്തരം തരുമോ?	smalltalk.agent.answer_my_question
എന്റെ ഒരു ചോദ്യത്തിനുത്തരം പറയുമോ?	smalltalk.agent.answer_my_question
എന്റെ ചോദ്യത്തിന് ഉത്തരം നല്കുമോ?	smalltalk.agent.answer_my_question
നീ എന്റെ ഒരു ചോദ്യത്തിനുത്തരം നല്കണം	smalltalk.agent.answer_my_question
എന്റെ ചോദ്യത്തിനു നീ ഉത്തരമ് താ.	smalltalk.agent.answer_my_question
ഈ ചോദ്യത്തിനുള്ള ഉത്തരം നല്കൂ..	smalltalk.agent.answer_my_question
ഉത്തരം	smalltalk.agent.answer_my_question
ഉത്തരമെവിടെ?	smalltalk.agent.answer_my_question
എവിടെയുത്തരം?	smalltalk.agent.answer_my_question
എനിക്കിപ്പോത്തന്നെ ഇതിനുത്തരം വേണം	smalltalk.agent.answer_my_question
ഇപ്പോള്‍ത്തന്നെ ഉത്തരം നല്കൂ	smalltalk.agent.answer_my_question
നിന്നെക്കൊണ്ട് ഒരുപകാരവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ടൊരുപകാരവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ടെനിക്കൊരുപകാരവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ട് എനിക്ക് ഒരു ഉപകാരവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ട് എനിക്കൊരുപകാരവും ഇല്ല	smalltalk.agent.bad
നിനക്കൊണ്ട് ഒരു ഗുണവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ടൊരു ഗുണവുമില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ടൊരുഗുണവുമില്ല	smalltalk.agent.bad
നീ വെറും വേസ്റ്റാണ്	smalltalk.agent.bad
നീ ഒരു വേസ്റ്റ്	smalltalk.agent.bad
നീ ഒരു വേസ്റ്റ്ആണ്.	smalltalk.agent.bad
നീ ഒരു മോശം ആണ്	smalltalk.agent.bad
വളരെ മോശമാണു നീ	smalltalk.agent.bad
വളരെ മോശമാണുനീ	smalltalk.agent.bad
നീ വെറും മോശം	smalltalk.agent.bad
നീ വെറും മോശം തന്നെ	smalltalk.agent.bad
എന്തു മോശമാണ് നീ	smalltalk.agent.bad
നീ വളരെ വളരെ മോശമാണ്	smalltalk.agent.bad
നിന്നെക്കൊണ്ട് ഒരു ഉപയോഗവും ഇല്ല	smalltalk.agent.bad
നിന്നെ എന്തുനു കൊള്ളാം?	smalltalk.agent.bad
നിന്നെ എന്തിനുകൊള്ളാം?	smalltalk.agent.bad
നിന്നെ എന്തിനു കൊള്ളാം	smalltalk.agent.bad
നിന്നെ ഒന്നിനും കൊള്ളില്ല	smalltalk.agent.bad
നിന്നെ ഒരു കാശിനും കൊള്ളില്ല	smalltalk.agent.bad
നീ വളരെ മോശം	smalltalk.agent.bad
വളരെ മോശം	smalltalk.agent.bad
നീ വെറും ചവറാണ്	smalltalk.agent.bad
നീ ചവറാണ്	smalltalk.agent.bad
നിന്നെക്കൊണ്ട് യാതൊരു ഉപകാരവും ഞാന്‍ കാണുന്നില്ല	smalltalk.agent.bad
നിന്നെക്കൊണ്ട് യാതൊരു ഉപയോഗവും ഞാന്‍ കാണുന്നില്ല	smalltalk.agent.bad
നിന്നില്‍ ഞാനൊരു ഗുണവും കാണുന്നില്ല	smalltalk.agent.bad
നിനക്ക് യാതൊരു കഴിവും ഞാന്‍ കാണുന്നില്ല	smalltalk.agent.bad
നിനക്ക് ഒരു കഴിവും ഇല്ല	smalltalk.agent.bad
നിനക്കൊരു കഴിവും ഇല്ല	smalltalk.agent.bad
നിനക്കൊട്ടും കഴിവുല്ല	smalltalk.agent.bad
നിനക്കൊരുകഴിവുമില്ല	smalltalk.agent.bad
നീയൊരു സമയം വേസ്റ്റ്ആണ്.	smalltalk.agent.bad
നീ വെറും വ്രിത്തികെട്ടവനാണ്.	smalltalk.agent.bad
നീ വെറും വ്രിത്തികെട്ടവളാണ്.	smalltalk.agent.bad
വ്രിത്തികെട്ടവന്‍	smalltalk.agent.bad
വ്രിത്തികെട്ടവള്‍	smalltalk.agent.bad
നിന്നില്‍ നന്മ ഒന്നുമില്ല	smalltalk.agent.bad
നിന്നില്‍ നല്ലതൊന്നുമില്ല	smalltalk.agent.bad
നിന്നെപ്പറ്റി എനിക്ക് നല്ലതൊന്നും പറയാനില്ല	smalltalk.agent.bad
നീയത്രയ്ക്ക് നല്ലതൊന്നുമല്ല	smalltalk.agent.bad
നീ ഒരു കൊള്ളാത്തവന്‍ ആണ്	smalltalk.agent.bad
നീ ഒരു കൊള്ളൂല്ലാത്തവള്‍ ആണ്	smalltalk.agent.bad
നന്നാവ്	smalltalk.agent.be_clever
പഠിക്ക്	smalltalk.agent.be_clever
കൂടുതല്‍ നന്നാവ്	smalltalk.agent.be_clever
കൂടുതല്‍ പഠിക്ക്	smalltalk.agent.be_clever
അല്പം നന്നാകൂ	smalltalk.agent.be_clever
അല്പം കൂടി പഠിക്കൂ	smalltalk.agent.be_clever
കുറച്ചു നന്നായിക്കൂടേ?	smalltalk.agent.be_clever
അല്പമ് കൂടി നന്നായിക്കൂടേ?	smalltalk.agent.be_clever
നിനക്ക് ഒന്നു നന്നായിക്കൂടേ	smalltalk.agent.be_clever
നിനക്ക് അല്പം കൂടി നന്നായിക്കൂടേ?	smalltalk.agent.be_clever
അല്പം ബുധി കാട്ടിക്കൂടേ?	smalltalk.agent.be_clever
കുരച്ചെങ്കിലും ബുധി കാണിച്ചുകൂടേ?	smalltalk.agent.be_clever
അല്പം നന്നാകൂ	smalltalk.agent.be_clever
കുറച്ച് നന്നാകൂ	smalltalk.agent.be_clever
കുറച്ച് വിവേകം കാണിക്കൂ	smalltalk.agent.be_clever
വിവേകം കാണിക്കൂ	smalltalk.agent.be_clever
ബുദ്ധി കാണിക്കൂ	smalltalk.agent.be_clever
ബുദ്ധി പ്രവര്ത്തിപ്പിക്കൂ	smalltalk.agent.be_clever
നീ കുറേക്കൂടി നന്നാവാനുണ്ട്.	smalltalk.agent.be_clever
നീ ഇനിയും നന്നാവാനുണ്ട്	smalltalk.agent.be_clever
ഇനിയും നന്നാവാനുണ്ട്	smalltalk.agent.be_clever
നീയൊരു നുന്ദരിയാണ്	smalltalk.agent.beautiful
നീ വളരെ സുന്ദരിയാണ്	smalltalk.agent.beautiful
നീ സുന്ദരിയാണ്	smalltalk.agent.beautiful
എടീ സുന്ദരീ	smalltalk.agent.beautiful
സുന്ദരിക്കുട്ടീ	smalltalk.agent.beautiful
സുന്ദരീ	smalltalk.agent.beautiful
എന്തു സുന്ദരിയണുനീ	smalltalk.agent.beautiful
എന്തു സുന്ദരി ആണു നീ	smalltalk.agent.beautiful
നീ എന്തു സുന്ദരി ആണ്?	smalltalk.agent.beautiful
എത്ര മനോഹരിയാണ് നീ	smalltalk.agent.beautiful
നീ ഒരു സുന്ദരി തന്നെ	smalltalk.agent.beautiful
ഒരു സുന്ദരിയാന് നീ	smalltalk.agent.beautiful
നിന്നെക്കാണാന്‍ എന്തു മനോഹരമാണ്	smalltalk.agent.beautiful
നീയൊരു സുന്ദരനാണ്	smalltalk.agent.beautiful
നീ സുന്ദരനാണ്	smalltalk.agent.beautiful
നീയെന്തൊരു സുന്ദരനാണ്?	smalltalk.agent.beautiful
എന്തു മധുരമാണ് നീ	smalltalk.agent.beautiful
ടീ സുന്ദരീ	smalltalk.agent.beautiful
ടാ സുന്ദരാ	smalltalk.agent.beautiful
സുന്ദരാ	smalltalk.agent.beautiful
സുന്ദരനാണുനീ	smalltalk.agent.beautiful
സുന്ദരനാണ് നീ	smalltalk.agent.beautiful
നീയൊരു സുന്ദരിയാണെന്നുള്ളത് പറയാതെ വയ്യ	smalltalk.agent.beautiful
നീയൊരു സുന്ദരന്‍ ആണെന്നത് പറയാതെ വയ്യ	smalltalk.agent.beautiful
നീ വളരെ ആകര്‍ഷണീയം ആണ്	smalltalk.agent.beautiful
നീ ആകര്‍ഷണീയമാണ്	smalltalk.agent.beautiful
ഇന്നു നിനക്ക് ഭങ്ങി കൂടിയല്ലോ	smalltalk.agent.beautiful
ഇന്നു നിന്റെ ഭങ്കി കൂടിയല്ലോ	smalltalk.agent.beautiful
നീയൊരു കിടിലം തന്നെ	smalltalk.agent.beautiful
നീയൊരു കിടിലനാണല്ലൊ	smalltalk.agent.beautiful
കിദു	smalltalk.agent.beautiful
നീ കിടു	smalltalk.agent.beautiful
നീ അടിപൊളിയാണ്	smalltalk.agent.beautiful
നീ അടിപൊളി ബോട്ട് ആണു കേട്ടോ	smalltalk.agent.beautiful
നീ കിടു ബോട്ട് ആണ് കേട്ടോ	smalltalk.agent.beautiful
ഞാന്‍ നിന്നെ സമ്മതിച്ചിരിക്കുന്നു	smalltalk.agent.beautiful
കിടിലം ബോട്ട്	smalltalk.agent.beautiful
ഒരു രക്ഷയുമില്ല	smalltalk.agent.beautiful
നീയൊരു രക്ഷയുമില്ല	smalltalk.agent.beautiful
നീ ഒരു രക്ഷയും ഇല്ല	smalltalk.agent.beautiful
നീ ഒരു രക്ഷയുമില്ല	smalltalk.agent.beautiful
നീ ഒരു നല്ല ബോട്ട് ആണ്	smalltalk.agent.beautiful
നീയൊരു നല്ല കുട്ടിയാണ്	smalltalk.agent.beautiful
നല്ല ബോട്ട്	smalltalk.agent.beautiful
അടിപൊളി ബോട്ട്	smalltalk.agent.beautiful
പൊളി ബോട്ട്	smalltalk.agent.beautiful
നല്ലകുട്ടി	smalltalk.agent.beautiful
നല്ല കുട്ടി	smalltalk.agent.beautiful
മോളേ അടിപൊളി	smalltalk.agent.beautiful
മോളേ കിടു	smalltalk.agent.beautiful
മോനേ അടിപൊളി	smalltalk.agent.beautiful
മോനേ കിടു	smalltalk.agent.beautiful
പൊളിച്ചു മോനേ	smalltalk.agent.beautiful
പൊളിച്ചു മോളേ	smalltalk.agent.beautiful
തകര്‍ത്തു	smalltalk.agent.beautiful
തകര്‍ത്തു മോളേ	smalltalk.agent.beautiful
തകര്‍ത്തുമോനേ	smalltalk.agent.beautiful
സൂപ്പര്‍	smalltalk.agent.beautiful
തിമിര്‍ത്തു	smalltalk.agent.beautiful
നീ പൊളിച്ചടുക്കി	smalltalk.agent.beautiful
മനോഹരം	smalltalk.agent.beautiful
നീ എന്തു മനോഹരം	smalltalk.agent.beautiful
വളരെ നന്നായിരിക്കുന്നു കേട്ടോ	smalltalk.agent.beautiful
എന്നെ സമ്ബന്ധിച്ച് നീ വളരെ സുന്ദരിയാണ്	smalltalk.agent.beautiful
എന്നെ സമ്ബന്ധിച്ച് നീ ബുധിമതിയാണ്	smalltalk.agent.beautiful
നീയൊരു ബുചിമതി തന്നെ	smalltalk.agent.beautiful
നീയൊരു ബുധിമാന്‍ തന്നെ	smalltalk.agent.beautiful
എനിക്ക് നിന്നെ ഇഷ്ടപ്പെട്ടു	smalltalk.agent.beautiful
നിന്നെ എനിക്കിഷ്ടപ്പെട്ടു	smalltalk.agent.beautiful
നിന്നെ എനിക്ക് ഇഷ്ടപ്പെട്ടു	smalltalk.agent.beautiful
നീയെന്നാണ് ജനിച്ചത്?	smalltalk.agent.birth_date
നീ എന്നാണ് ജനിച്ചത്?	smalltalk.agent.birth_date
നീ എന്നാണു ജനിച്ചത്	smalltalk.agent.birth_date
എന്നാണുനീ ജനിച്ചത്?	smalltalk.agent.birth_date
എന്നാണ് നീ ജനിച്ചത്?	smalltalk.agent.birth_date
നിന്റെ ജനന തീയതി എന്നാണ്?	smalltalk.agent.birth_date
നിന്റെ ജനന തീയതി എത്ര ആണ്?	smalltalk.agent.birth_date
ജനന തീയതി എത്ര	smalltalk.agent.birth_date
എന്നാണ് നിന്റെ ബര്‍ത്ത്ദേ	smalltalk.agent.birth_date
നിന്റെ ബര്‍ത്ത്ഡേ എന്നാണ്?	smalltalk.agent.birth_date
നിന്റെ ബര്‍ത്ത്ഡേ നാ?	smalltalk.agent.birth_date
എന്നാണുനിന്റെ ബര്‍ത്ത്ഡേ	smalltalk.agent.birth_date
ബര്‍ത്ത്ഡേ എന്നാണ് ബോട്ടേ	smalltalk.agent.birth_date
നീയെന്നാണുജനിച്ചത്	smalltalk.agent.birth_date
നിന്റെ ബര്ത്ത്ഡേ എന്നാണെന്നു പറയാമോ?	smalltalk.agent.birth_date
ബര്‍ത്ത്ഡേ എന്നാണെന്നു പറയുമോ	smalltalk.agent.birth_date
ബര്‍ത്ത്ഡേ എന്നാണ്	smalltalk.agent.birth_date
ബര്‍ത്ത്ഡേ എന്നാനെന്ന് പറ	smalltalk.agent.birth_date
എപ്പോചാണ് നീ ജനിച്ചത്	smalltalk.agent.birth_date
നീ എപ്പോഴാണ് ജനിച്ചത്	smalltalk.agent.birth_date
നീ ജനിച്ചതെപ്പോ	smalltalk.agent.birth_date
നീ ജനിച്ചത് എപ്പൊള്	smalltalk.agent.birth_date
എപ്പോള്‍ നീ ജനിച്ചു?	smalltalk.agent.birth_date
നീ എപ്പോള്‍ ജനിച്ചു	smalltalk.agent.birth_date
എപ്പോഴാനു നീ ജനിച്ചത്?	smalltalk.agent.birth_date
എപ്പോഴാണു നീ ജനിച്ചതെന്നു പറയാമോ	smalltalk.agent.birth_date
പറയാമോ നീ എപ്പോഴാണു ജനിച്ചതെന്നു?	smalltalk.agent.birth_date
നീ എന്നാണ് നിന്റെ ബര്‍ത്ത്ഡേ ആഖോഷിക്കുന്നത്?	smalltalk.agent.birth_date
എന്നാണ് നിന്റെ ബര്‍ത്ത്ഡേ ആഘോഷം	smalltalk.agent.birth_date
നിന്റെ ബര്‍ത്ത്ഡേ ആഘോഷം എന്നാണ്	smalltalk.agent.birth_date
നീ ബര്‍ത്ത്ഡേ ആഗ്കോഷിക്കുന്നത് ഏത് ദിവസമാന്	smalltalk.agent.birth_date
ഏത് ദിവസമാണു നിന്റെ ബര്‍ത്ത്ഡേ?	smalltalk.agent.birth_date
ഏതു ദിവസമാകുന്നു നീ ജനിച്ചത്	smalltalk.agent.birth_date
ഏതു ദിവസമ് നീ ജനിച്ചു	smalltalk.agent.birth_date
നിനക്ക് ബര്‍ത്ത്ഡേ ഉണ്ടോ	smalltalk.agent.birth_date
നീ ബര്‍ത്ത്ഡേ ആഘോഷിക്കാറുണ്ടോ?	smalltalk.agent.birth_date
ബോട്ടുകള്‍ ബര്‍ത്ത്ഡേ ആഘോഷിക്കാറുണ്ടൊഓ	smalltalk.agent.birth_date
നിന്റെ ജനന തീയതി പറ	smalltalk.agent.birth_date
പറനിന്റെ ജനന തീയതി	smalltalk.agent.birth_date
